Event	ID	Name			Wwise Object Path	Notes
	85412153	Ambience			\Default Work Unit\Ambience	
	1059993718	Shovel_Take			\Default Work Unit\Shovel_Take	
	1831829655	Book_Pages			\Default Work Unit\Book_Pages	
	2012276773	Jump_Trampoline			\Default Work Unit\Jump_Trampoline	
	2043534011	Camera_Zoom_Out			\Default Work Unit\Camera_Zoom_Out	
	2053301760	Shovel_Digging			\Default Work Unit\Shovel_Digging	
	2118900976	UI_Hover			\Default Work Unit\UI_Hover	
	2364952868	Photo_Quest			\Default Work Unit\Photo_Quest	
	2382194672	UI_Play			\Default Work Unit\UI_Play	
	2385628198	Footsteps			\Default Work Unit\Footsteps	
	2766569724	Camera_Zoom_In			\Default Work Unit\Camera_Zoom_In	
	3882419280	Trees			\Default Work Unit\Trees	
	3991942870	Music			\Default Work Unit\Music	
	4068392799	Photo_Random			\Default Work Unit\Photo_Random	

Switch Group	ID	Name			Wwise Object Path	Notes
	4064446173	Surface_Type			\Default Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Surface_Type			
	2144363834	Rock	Surface_Type			
	2195636714	Dirt	Surface_Type			
	4248645337	Grass	Surface_Type			

State Group	ID	Name			Wwise Object Path	Notes
	3991942870	Music			\Default Work Unit\Music	

State	ID	Name	State Group			Notes
	89505537	Gameplay	Music			
	748895195	None	Music			
	2607556080	Menu	Music			
	3711779106	Time_Capsule	Music			

Custom State	ID	Name	State Group	Owner		Notes
	496033121	Gameplay	Music	\Interactive Music Hierarchy\Default Work Unit\Music Switch\Menu		
	836524603	Menu	Music	\Interactive Music Hierarchy\Default Work Unit\Music Switch\Gameplay		

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	341427813	FLY_Sand_Step_03	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Sand_Steps\FLY_Sand_Step_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand_Steps\FLY_Sand_Step_03		40064
	362380280	SFX_Trampoline_Jump_11	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Trampoline Jumps\SFX_Trampoline_Jump_11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Trampoline Jump\SFX_Trampoline_Jump_11		120064
	363657883	SFX_Photo_01	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Photo Taking\SFX_Photo_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Photo_Snap\SFX_Photo_01		88264
	384379166	FLY_Grass_Step_02	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_02		53220
	390558577	SFX_Trampoline_Jump_13	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Trampoline Jumps\SFX_Trampoline_Jump_13_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Trampoline Jump\SFX_Trampoline_Jump_13		120064
	413970916	FLY_Grass_Step_012	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_012_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_012		45224
	417870641	FLY_Book_Pages_06	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Book_Pages\FLY_Book_Pages_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Book_Pages\FLY_Book_Pages_06		288064
	419919558	FLY_Book_Pages_05	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Book_Pages\FLY_Book_Pages_05_A85E5164.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Book_Pages\FLY_Book_Pages_05		225288
	429085882	FLY_Grass_Step_00	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_00_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_00		47576
	431181762	FLY_Book_Pages_07	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Book_Pages\FLY_Book_Pages_07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Book_Pages\FLY_Book_Pages_07		288064
	440390264	SFX_Camera_Zoom_Out_00	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Photo Taking\SFX_Camera_Zoom_Out_00_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\SFX_Camera_Zoom_Out_00		85268
	459940485	FLY_Grass_Step_05	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_05		51340
	462006637	MUS_Music_Pad_and_Melody	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\MUS_Music_Pad_and_Melody_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music Switch\Gameplay\Music_Gameplay\MUS_Music_Pad_and_Melody		8998672
	478968920	FLY_Book_Pages_08	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Book_Pages\FLY_Book_Pages_08_63B6B050.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Book_Pages\FLY_Book_Pages_08		311016
	481739544	MUS_Menu	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\MUS_Menu_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music Switch\Menu\Music_Menu\MUS_Menu		9031744
	482922838	FLY_Rock_Step_06	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_06		43112
	484788193	FLY_Gravel_Step_04	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Dirt_Steps\FLY_Gravel_Step_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt_Steps\FLY_Gravel_Step_04		49636
	496472504	FLY_Grass_Step_08	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_08		49456
	498809000	FLY_Gravel_Step_01	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Dirt_Steps\FLY_Gravel_Step_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt_Steps\FLY_Gravel_Step_01		48948
	500498878	FLY_Grass_Step_06	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_06		48516
	508121828	SFX_Trampoline_Jump_05	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Trampoline Jumps\SFX_Trampoline_Jump_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Trampoline Jump\SFX_Trampoline_Jump_05		128064
	510241042	FLY_Gravel_Step_00	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Dirt_Steps\FLY_Gravel_Step_00_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt_Steps\FLY_Gravel_Step_00		39076
	521801974	AMB_Outside_Loop_00	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\AMB_Outside_Loop_00_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\AMB_Outside_Loop_00		15360064
	541074855	FLY_Rock_Step_00	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_00_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_00		33408
	552137381	FLY_Gravel_Step_010	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Dirt_Steps\FLY_Gravel_Step_010_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt_Steps\FLY_Gravel_Step_010		49468
	576299045	FLY_Rock_Step_03	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_03		45272
	578820251	FLY_Sand_Step_02	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Sand_Steps\FLY_Sand_Step_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand_Steps\FLY_Sand_Step_02		60064
	594746994	FLY_Rock_Step_01	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_01		30456
	603270312	SFX_Trampoline_Jump_06	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Trampoline Jumps\SFX_Trampoline_Jump_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Trampoline Jump\SFX_Trampoline_Jump_06		128064
	616242715	FLY_Rock_Step_07	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_07		36712
	617193352	FLY_Gravel_Step_08	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Dirt_Steps\FLY_Gravel_Step_08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt_Steps\FLY_Gravel_Step_08		59276
	619798350	FLY_Sand_Step_08	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Sand_Steps\FLY_Sand_Step_08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand_Steps\FLY_Sand_Step_08		40064
	619990964	SFX_Trampoline_Jump_07	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Trampoline Jumps\SFX_Trampoline_Jump_07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Trampoline Jump\SFX_Trampoline_Jump_07		136064
	627174857	FLY_Gravel_Step_05	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Dirt_Steps\FLY_Gravel_Step_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt_Steps\FLY_Gravel_Step_05		64924
	652355706	FLY_Rock_Step_04	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_04		45624
	664047712	UI_Hover_00	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\UI\UI_Hover_00_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Hover_00		24064
	672711343	SFX_Trampoline_Jump_01	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Trampoline Jumps\SFX_Trampoline_Jump_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Trampoline Jump\SFX_Trampoline_Jump_01		144064
	688407814	SFX_Trampoline_Jump_09	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Trampoline Jumps\SFX_Trampoline_Jump_09_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Trampoline Jump\SFX_Trampoline_Jump_09		136064
	690958677	FLY_Sand_Step_01	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Sand_Steps\FLY_Sand_Step_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand_Steps\FLY_Sand_Step_01		52064
	695240229	FLY_Rock_Step_010	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_010_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_010		34696
	696290281	FLY_Grass_Step_04	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_04		60748
	716691824	FLY_Sand_Step_06	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Sand_Steps\FLY_Sand_Step_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand_Steps\FLY_Sand_Step_06		44064
	729220212	FLY_Gravel_Step_012	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Dirt_Steps\FLY_Gravel_Step_012_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt_Steps\FLY_Gravel_Step_012		36904
	742548728	FLY_Rock_Step_09	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_09_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_09		40504
	758139909	FLY_Book_Pages_09	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Book_Pages\FLY_Book_Pages_09_630B2BB5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Book_Pages\FLY_Book_Pages_09		294784
	766129979	FLY_Rock_Step_08	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_08		43384
	767902281	FLY_Grass_Step_01	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_01		59336
	769707766	FLY_Grass_Step_03	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_03		54160
	779985187	FLY_Grass_Step_09	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Grass_Steps\FLY_Grass_Step_09_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass_Steps\FLY_Grass_Step_09		48048
	787337190	FLY_Rock_Step_02	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Rock_Steps\FLY_Rock_Step_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rock_Steps\FLY_Rock_Step_02		34808
	795081752	FLY_Sand_Step_04	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Sand_Steps\FLY_Sand_Step_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand_Steps\FLY_Sand_Step_04		48064
	810845581	FLY_Sand_Step_10	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Sand_Steps\FLY_Sand_Step_10_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand_Steps\FLY_Sand_Step_10		36064
	841980199	SFX_Trees_Loop_01	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\SFX_Trees_Loop_01_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Spot_Sounds\SFX_Trees_Loop_01		23316368
	843167269	SFX_Shovel_Dig_02	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Shovel\SFX_Shovel_Dig_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interactions\Shovel_Dig\SFX_Shovel_Dig_02		154416
	852552896	FLY_Sand_Step_07	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Sand_Steps\FLY_Sand_Step_07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand_Steps\FLY_Sand_Step_07		44064
	885972452	FLY_Sand_Step_12	D:\GGJ-UK-2022\GGJ-UK-2022_WwiseProject\.cache\Windows\SFX\Footsteps\Sand_Steps\FLY_Sand_Step_12_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand_Steps\FLY_Sand_Step_12		32064
